Drug1,Drug2,Cell line,label
AZD5991,AZD5153,8305C,0
AZD5991,AZD5153,A172,0
AZD5991,AZD5153,A2058,1
AZD5991,AZD5153,A549,0
AZD5991,AZD5153,AMO-1,0
AZD5991,AZD5153,AsPC-1,0
AZD5991,AZD5153,BHT-101,1
AZD5991,AZD5153,BV-173,1
AZD5991,AZD5153,C32,1
AZD5991,AZD5153,CA46,0
AZD5991,AZD5153,CAL-148,1
AZD5991,AZD5153,CAL-33,1
AZD5991,AZD5153,CAL-51,1
AZD5991,AZD5153,CAMA-1,1
AZD5991,AZD5153,CAS-1,0
AZD5991,AZD5153,CCRF-CEM,1
AZD5991,AZD5153,COLO-678,0
AZD5991,AZD5153,COLO-679,1
AZD5991,AZD5153,COLO-680N,0
AZD5991,AZD5153,COR-L88,1
AZD5991,AZD5153,COR-L95,0
AZD5991,AZD5153,CW-2,0
AZD5991,AZD5153,Caov-4,1
AZD5991,AZD5153,DB,1
AZD5991,AZD5153,DBTRG-05MG,0
AZD5991,AZD5153,EBC-1,0
AZD5991,AZD5153,EC-GI-10,1
AZD5991,AZD5153,ECC10,1
AZD5991,AZD5153,EJM,1
AZD5991,AZD5153,EM-2,1
AZD5991,AZD5153,EN,1
AZD5991,AZD5153,FU-OV-1,1
AZD5991,AZD5153,FU97,1
AZD5991,AZD5153,G-361,1
AZD5991,AZD5153,GA-10,0
AZD5991,AZD5153,GB-1,0
AZD5991,AZD5153,GCIY,0
AZD5991,AZD5153,GI-1,1
AZD5991,AZD5153,GRANTA-519,0
AZD5991,AZD5153,H4,0
AZD5991,AZD5153,HCC1187,1
AZD5991,AZD5153,HCC1500,1
AZD5991,AZD5153,HCC1937,0
AZD5991,AZD5153,HCC70,1
AZD5991,AZD5153,HCT-15,0
AZD5991,AZD5153,HDQ-P1,0
AZD5991,AZD5153,HOP-62,0
AZD5991,AZD5153,HOS,1
AZD5991,AZD5153,HSC-4,0
AZD5991,AZD5153,HT-1376,0
AZD5991,AZD5153,HT-29,0
AZD5991,AZD5153,HT55,0
AZD5991,AZD5153,HuH-7,1
AZD5991,AZD5153,IA-LM,0
AZD5991,AZD5153,IGR-1,1
AZD5991,AZD5153,JHH-1,1
AZD5991,AZD5153,JHH-2,0
AZD5991,AZD5153,JHH-4,1
AZD5991,AZD5153,JIMT-1,1
AZD5991,AZD5153,JURL-MK1,0
AZD5991,AZD5153,JVM-2,0
AZD5991,AZD5153,KCL-22,0
AZD5991,AZD5153,KE-37,1
AZD5991,AZD5153,KELLY,1
AZD5991,AZD5153,KM-H2,0
AZD5991,AZD5153,KM12,0
AZD5991,AZD5153,KMRC-1,0
AZD5991,AZD5153,KP-2,1
AZD5991,AZD5153,KP-3,0
AZD5991,AZD5153,KS-1,0
AZD5991,AZD5153,KYM-1,1
AZD5991,AZD5153,KYSE-140,0
AZD5991,AZD5153,KYSE-150,0
AZD5991,AZD5153,KYSE-450,0
AZD5991,AZD5153,KYSE-520,0
AZD5991,AZD5153,KYSE-70,0
AZD5991,AZD5153,L-540,1
AZD5991,AZD5153,LAMA-84,1
AZD5991,AZD5153,LCLC-103H,1
AZD5991,AZD5153,LN-18,0
AZD5991,AZD5153,LN-229,1
AZD5991,AZD5153,LOU-NH91,0
AZD5991,AZD5153,MCF7,1
AZD5991,AZD5153,MDA-MB-157,1
AZD5991,AZD5153,MDA-MB-231,0
AZD5991,AZD5153,MDST8,1
AZD5991,AZD5153,MEL-JUSO,0
AZD5991,AZD5153,MFE-280,0
AZD5991,AZD5153,MHH-CALL-2,1
AZD5991,AZD5153,MHH-ES-1,1
AZD5991,AZD5153,MKN1,1
AZD5991,AZD5153,MSTO-211H,1
AZD5991,AZD5153,NALM-6,0
AZD5991,AZD5153,NCI-H1048,1
AZD5991,AZD5153,NCI-H1341,1
AZD5991,AZD5153,NCI-H1355,0
AZD5991,AZD5153,NCI-H1435,0
AZD5991,AZD5153,NCI-H1581,0
AZD5991,AZD5153,NCI-H1623,1
AZD5991,AZD5153,NCI-H1648,0
AZD5991,AZD5153,NCI-H1694,1
AZD5991,AZD5153,NCI-H1755,0
AZD5991,AZD5153,NCI-H1781,1
AZD5991,AZD5153,NCI-H1915,0
AZD5991,AZD5153,NCI-H1944,0
AZD5991,AZD5153,NCI-H196,1
AZD5991,AZD5153,NCI-H2066,0
AZD5991,AZD5153,NCI-H2087,0
AZD5991,AZD5153,NCI-H209,1
AZD5991,AZD5153,NCI-H2342,1
AZD5991,AZD5153,NCI-H2405,1
AZD5991,AZD5153,NCI-H28,0
AZD5991,AZD5153,NCI-H358,0
AZD5991,AZD5153,NCI-H446,1
AZD5991,AZD5153,NCI-H522,1
AZD5991,AZD5153,NCI-H596,0
AZD5991,AZD5153,NCI-H661,1
AZD5991,AZD5153,NCI-H69,0
AZD5991,AZD5153,NCI-H747,0
AZD5991,AZD5153,NCI-H810,1
AZD5991,AZD5153,NCI-H82,0
AZD5991,AZD5153,OCI-AML5,1
AZD5991,AZD5153,OCI-M1,0
AZD5991,AZD5153,OCUM-1,1
AZD5991,AZD5153,OVCAR-3,1
AZD5991,AZD5153,OVCAR-5,0
AZD5991,AZD5153,OVCAR-8,1
AZD5991,AZD5153,P12-ICHIKAWA,1
AZD5991,AZD5153,PA-TU-8988T,1
AZD5991,AZD5153,PC-14,0
AZD5991,AZD5153,PSN1,0
AZD5991,AZD5153,RCC10RGB,0
AZD5991,AZD5153,RCM-1,0
AZD5991,AZD5153,RERF-LC-KJ,1
AZD5991,AZD5153,RERF-LC-Sq1,0
AZD5991,AZD5153,RH-41,1
AZD5991,AZD5153,RMG-I,0
AZD5991,AZD5153,RPMI-7951,0
AZD5991,AZD5153,RPMI-8402,1
AZD5991,AZD5153,SF268,1
AZD5991,AZD5153,SHP-77,1
AZD5991,AZD5153,SJSA-1,0
AZD5991,AZD5153,SK-HEP-1,0
AZD5991,AZD5153,SK-LMS-1,1
AZD5991,AZD5153,SK-LU-1,0
AZD5991,AZD5153,SK-N-FI,0
AZD5991,AZD5153,SK-OV-3,0
AZD5991,AZD5153,SN12C,0
AZD5991,AZD5153,SNU-175,1
AZD5991,AZD5153,SNU-407,0
AZD5991,AZD5153,SNU-449,0
AZD5991,AZD5153,SUIT-2,0
AZD5991,AZD5153,SUP-B15,1
AZD5991,AZD5153,SUP-M2,0
AZD5991,AZD5153,SW48,1
AZD5991,AZD5153,SW620,0
AZD5991,AZD5153,SW837,0
AZD5991,AZD5153,SiHa,0
AZD5991,AZD5153,T84,0
AZD5991,AZD5153,T98G,1
AZD5991,AZD5153,TE-8,1
AZD5991,AZD5153,TGBC11TKB,0
AZD5991,AZD5153,TOV-112D,1
AZD5991,AZD5153,TT2609-C02,0
AZD5991,AZD5153,UACC-62,1
AZD5991,AZD5153,UACC-812,1
AZD5991,AZD5153,YAPC,0
AZD5991,AZD5153,ZR-75-30,1
AZD5991,AZD5153,huH-1,1
AZD5991,AZD6738,639-V,1
AZD5991,AZD6738,647-V,1
AZD5991,AZD6738,697,1
AZD5991,AZD6738,8305C,0
AZD5991,AZD6738,8505C,1
AZD5991,AZD6738,A101D,1
AZD5991,AZD6738,A549,1
AZD5991,AZD6738,AGS,1
AZD5991,AZD6738,ALL-SIL,1
AZD5991,AZD6738,AU565,1
AZD5991,AZD6738,AsPC-1,1
AZD5991,AZD6738,B-CPAP,1
AZD5991,AZD6738,BHT-101,1
AZD5991,AZD6738,BT-20,1
AZD5991,AZD6738,BT-474,1
AZD5991,AZD6738,CA46,0
AZD5991,AZD6738,CADO-ES1,1
AZD5991,AZD6738,CAL-120,1
AZD5991,AZD6738,CAL-33,1
AZD5991,AZD6738,CAL-51,1
AZD5991,AZD6738,CAL-54,0
AZD5991,AZD6738,CAMA-1,1
AZD5991,AZD6738,CAS-1,1
AZD5991,AZD6738,CCK-81,1
AZD5991,AZD6738,CHP-212,1
AZD5991,AZD6738,CL-11,1
AZD5991,AZD6738,CML-T1,0
AZD5991,AZD6738,COLO-680N,1
AZD5991,AZD6738,COR-L105,0
AZD5991,AZD6738,COR-L311,1
AZD5991,AZD6738,CW-2,1
AZD5991,AZD6738,Calu-3,1
AZD5991,AZD6738,Calu-6,1
AZD5991,AZD6738,DB,1
AZD5991,AZD6738,DBTRG-05MG,1
AZD5991,AZD6738,DEL,1
AZD5991,AZD6738,DU-145,1
AZD5991,AZD6738,Daoy,1
AZD5991,AZD6738,Daudi,1
AZD5991,AZD6738,ECC10,1
AZD5991,AZD6738,EFM-19,1
AZD5991,AZD6738,EFM-192A,1
AZD5991,AZD6738,EKVX,1
AZD5991,AZD6738,EM-2,1
AZD5991,AZD6738,EPLC-272H,1
AZD5991,AZD6738,FTC-133,1
AZD5991,AZD6738,G-361,1
AZD5991,AZD6738,G-402,1
AZD5991,AZD6738,GCT,1
AZD5991,AZD6738,GDM-1,1
AZD5991,AZD6738,GRANTA-519,1
AZD5991,AZD6738,HCC-15,1
AZD5991,AZD6738,HCC-78,1
AZD5991,AZD6738,HCC1143,1
AZD5991,AZD6738,HCC1500,1
AZD5991,AZD6738,HCC1806,1
AZD5991,AZD6738,HCC1937,1
AZD5991,AZD6738,HCC38,1
AZD5991,AZD6738,HCT-116,1
AZD5991,AZD6738,HCT-15,1
AZD5991,AZD6738,HH,1
AZD5991,AZD6738,HOP-62,1
AZD5991,AZD6738,HOP-92,1
AZD5991,AZD6738,HSC-3,1
AZD5991,AZD6738,HT-1080,1
AZD5991,AZD6738,HT-1197,0
AZD5991,AZD6738,HT-29,1
AZD5991,AZD6738,HT55,1
AZD5991,AZD6738,HeLa,1
AZD5991,AZD6738,IGR-1,1
AZD5991,AZD6738,IGR-37,1
AZD5991,AZD6738,IST-MES1,1
AZD5991,AZD6738,JHH-2,1
AZD5991,AZD6738,JHH-4,1
AZD5991,AZD6738,JHH-6,0
AZD5991,AZD6738,JURL-MK1,1
AZD5991,AZD6738,JVM-3,0
AZD5991,AZD6738,KALS-1,1
AZD5991,AZD6738,KE-37,1
AZD5991,AZD6738,KELLY,1
AZD5991,AZD6738,KG-1,1
AZD5991,AZD6738,KMRC-1,1
AZD5991,AZD6738,KNS-62,1
AZD5991,AZD6738,KP-2,1
AZD5991,AZD6738,KU812,1
AZD5991,AZD6738,KURAMOCHI,1
AZD5991,AZD6738,KYM-1,1
AZD5991,AZD6738,KYSE-180,1
AZD5991,AZD6738,KYSE-270,1
AZD5991,AZD6738,KYSE-410,1
AZD5991,AZD6738,KYSE-70,1
AZD5991,AZD6738,L-1236,1
AZD5991,AZD6738,L-363,0
AZD5991,AZD6738,LAMA-84,0
AZD5991,AZD6738,LCLC-103H,1
AZD5991,AZD6738,LCLC-97TM1,1
AZD5991,AZD6738,LN-229,1
AZD5991,AZD6738,LOU-NH91,1
AZD5991,AZD6738,LXF-289,1
AZD5991,AZD6738,MDA-MB-231,1
AZD5991,AZD6738,MDA-MB-361,1
AZD5991,AZD6738,MDA-MB-415,1
AZD5991,AZD6738,MDST8,1
AZD5991,AZD6738,ME-1,1
AZD5991,AZD6738,MEL-JUSO,1
AZD5991,AZD6738,MFE-296,1
AZD5991,AZD6738,MFE-319,1
AZD5991,AZD6738,MG-63,1
AZD5991,AZD6738,MOLM-13,1
AZD5991,AZD6738,MOLP-8,1
AZD5991,AZD6738,MOLT-13,1
AZD5991,AZD6738,MSTO-211H,1
AZD5991,AZD6738,MV-4-11,1
AZD5991,AZD6738,NCI-H1048,1
AZD5991,AZD6738,NCI-H1299,1
AZD5991,AZD6738,NCI-H1341,1
AZD5991,AZD6738,NCI-H1355,1
AZD5991,AZD6738,NCI-H1568,1
AZD5991,AZD6738,NCI-H1623,1
AZD5991,AZD6738,NCI-H1648,1
AZD5991,AZD6738,NCI-H1666,1
AZD5991,AZD6738,NCI-H1693,1
AZD5991,AZD6738,NCI-H1694,1
AZD5991,AZD6738,NCI-H1793,1
AZD5991,AZD6738,NCI-H1876,1
AZD5991,AZD6738,NCI-H1915,1
AZD5991,AZD6738,NCI-H1975,1
AZD5991,AZD6738,NCI-H2009,1
AZD5991,AZD6738,NCI-H2052,1
AZD5991,AZD6738,NCI-H2087,0
AZD5991,AZD6738,NCI-H209,1
AZD5991,AZD6738,NCI-H2122,1
AZD5991,AZD6738,NCI-H226,1
AZD5991,AZD6738,NCI-H2342,1
AZD5991,AZD6738,NCI-H2347,0
AZD5991,AZD6738,NCI-H28,1
AZD5991,AZD6738,NCI-H3122,1
AZD5991,AZD6738,NCI-H322M,1
AZD5991,AZD6738,NCI-H522,1
AZD5991,AZD6738,NCI-H524,0
AZD5991,AZD6738,NCI-H526,1
AZD5991,AZD6738,NCI-H69,0
AZD5991,AZD6738,NCI-H716,1
AZD5991,AZD6738,NCI-H727,1
AZD5991,AZD6738,NMC-G1,1
AZD5991,AZD6738,NUGC-3,1
AZD5991,AZD6738,NUGC-4,1
AZD5991,AZD6738,OE21,1
AZD5991,AZD6738,OE33,0
AZD5991,AZD6738,OPM-2,1
AZD5991,AZD6738,OVCAR-3,1
AZD5991,AZD6738,OVCAR-4,0
AZD5991,AZD6738,OVCAR-5,0
AZD5991,AZD6738,P12-ICHIKAWA,1
AZD5991,AZD6738,PA-TU-8902,1
AZD5991,AZD6738,PA-TU-8988T,1
AZD5991,AZD6738,PF-382,1
AZD5991,AZD6738,RCC10RGB,1
AZD5991,AZD6738,RCM-1,0
AZD5991,AZD6738,RERF-LC-KJ,1
AZD5991,AZD6738,RERF-LC-Sq1,1
AZD5991,AZD6738,RH-41,1
AZD5991,AZD6738,RMG-I,1
AZD5991,AZD6738,RPMI-7951,1
AZD5991,AZD6738,RPMI-8226,1
AZD5991,AZD6738,RVH-421,1
AZD5991,AZD6738,Raji,1
AZD5991,AZD6738,SBC-5,1
AZD5991,AZD6738,SF268,1
AZD5991,AZD6738,SF539,0
AZD5991,AZD6738,SH-4,1
AZD5991,AZD6738,SK-ES-1,1
AZD5991,AZD6738,SK-HEP-1,1
AZD5991,AZD6738,SK-LMS-1,0
AZD5991,AZD6738,SK-MM-2,0
AZD5991,AZD6738,SK-N-FI,0
AZD5991,AZD6738,SK-OV-3,1
AZD5991,AZD6738,SNU-16,1
AZD5991,AZD6738,SNU-175,1
AZD5991,AZD6738,SNU-387,1
AZD5991,AZD6738,SNU-423,1
AZD5991,AZD6738,SNU-449,1
AZD5991,AZD6738,SNU-61,1
AZD5991,AZD6738,ST486,1
AZD5991,AZD6738,SU-DHL-8,1
AZD5991,AZD6738,SUP-B15,1
AZD5991,AZD6738,SW1116,1
AZD5991,AZD6738,SW1417,0
AZD5991,AZD6738,SW48,0
AZD5991,AZD6738,SW948,1
AZD5991,AZD6738,SiHa,1
AZD5991,AZD6738,TC-71,1
AZD5991,AZD6738,TE-15,0
AZD5991,AZD6738,TE-4,1
AZD5991,AZD6738,TE-5,0
AZD5991,AZD6738,TOV-112D,1
AZD5991,AZD6738,TOV-21G,1
AZD5991,AZD6738,TT2609-C02,1
AZD5991,AZD6738,UACC-257,1
AZD5991,AZD6738,UACC-62,1
AZD5991,AZD6738,UACC-812,1
AZD5991,AZD6738,VMRC-RCZ,1
AZD5991,AZD6738,WM-115,1
AZD5991,AZD6738,WSU-DLCL2,1
AZD5991,AZD6738,ZR-75-30,1
AZD5991,AZD7648,5637,0
AZD5991,AZD7648,647-V,1
AZD5991,AZD7648,786-0,0
AZD5991,AZD7648,8-MG-BA,1
AZD5991,AZD7648,8305C,0
AZD5991,AZD7648,A172,0
AZD5991,AZD7648,A2058,0
AZD5991,AZD7648,A549,0
AZD5991,AZD7648,ALL-SIL,0
AZD5991,AZD7648,AM-38,0
AZD5991,AZD7648,AMO-1,0
AZD5991,AZD7648,BFTC-905,0
AZD5991,AZD7648,BFTC-909,1
AZD5991,AZD7648,BHT-101,0
AZD5991,AZD7648,BT-549,0
AZD5991,AZD7648,BV-173,0
AZD5991,AZD7648,C2BBe1,0
AZD5991,AZD7648,CADO-ES1,0
AZD5991,AZD7648,CAL-29,1
AZD5991,AZD7648,CAL-33,0
AZD5991,AZD7648,CAL-62,0
AZD5991,AZD7648,CAL-78,0
AZD5991,AZD7648,CAL-85-1,0
AZD5991,AZD7648,CCRF-CEM,1
AZD5991,AZD7648,CHP-212,1
AZD5991,AZD7648,CL-11,0
AZD5991,AZD7648,COLO-679,1
AZD5991,AZD7648,COLO-680N,0
AZD5991,AZD7648,COR-L105,0
AZD5991,AZD7648,COR-L95,0
AZD5991,AZD7648,CW-2,1
AZD5991,AZD7648,Calu-3,0
AZD5991,AZD7648,Caov-4,1
AZD5991,AZD7648,DAN-G,0
AZD5991,AZD7648,DBTRG-05MG,0
AZD5991,AZD7648,DND-41,0
AZD5991,AZD7648,DU-145,0
AZD5991,AZD7648,Daudi,1
AZD5991,AZD7648,ECC10,0
AZD5991,AZD7648,EFM-192A,0
AZD5991,AZD7648,EFO-21,0
AZD5991,AZD7648,EM-2,1
AZD5991,AZD7648,EN,0
AZD5991,AZD7648,EPLC-272H,0
AZD5991,AZD7648,FTC-133,0
AZD5991,AZD7648,FU97,0
AZD5991,AZD7648,G-361,1
AZD5991,AZD7648,GA-10,0
AZD5991,AZD7648,GAMG,0
AZD5991,AZD7648,GB-1,0
AZD5991,AZD7648,GI-1,1
AZD5991,AZD7648,GRANTA-519,0
AZD5991,AZD7648,H4,1
AZD5991,AZD7648,HCC1143,1
AZD5991,AZD7648,HCC1187,0
AZD5991,AZD7648,HCC1395,0
AZD5991,AZD7648,HCC1806,0
AZD5991,AZD7648,HCC2157,1
AZD5991,AZD7648,HCC38,0
AZD5991,AZD7648,HCT-15,0
AZD5991,AZD7648,HDLM-2,1
AZD5991,AZD7648,HDQ-P1,0
AZD5991,AZD7648,HOP-62,0
AZD5991,AZD7648,HOP-92,0
AZD5991,AZD7648,HPAC,0
AZD5991,AZD7648,HT-1080,0
AZD5991,AZD7648,HT-1197,0
AZD5991,AZD7648,HT-1376,0
AZD5991,AZD7648,HuCCT1,0
AZD5991,AZD7648,HuH-7,0
AZD5991,AZD7648,IGR-1,0
AZD5991,AZD7648,JHH-1,0
AZD5991,AZD7648,JHH-2,0
AZD5991,AZD7648,JHH-4,0
AZD5991,AZD7648,JIMT-1,0
AZD5991,AZD7648,JJN-3,1
AZD5991,AZD7648,JURL-MK1,0
AZD5991,AZD7648,K-562,1
AZD5991,AZD7648,KARPAS-620,1
AZD5991,AZD7648,KCL-22,0
AZD5991,AZD7648,KLE,0
AZD5991,AZD7648,KM-H2,1
AZD5991,AZD7648,KMRC-1,0
AZD5991,AZD7648,KP-3,0
AZD5991,AZD7648,KP-N-YN,0
AZD5991,AZD7648,KS-1,0
AZD5991,AZD7648,KYSE-140,0
AZD5991,AZD7648,KYSE-150,0
AZD5991,AZD7648,KYSE-180,0
AZD5991,AZD7648,KYSE-520,0
AZD5991,AZD7648,KYSE-70,1
AZD5991,AZD7648,L-1236,1
AZD5991,AZD7648,LAMA-84,0
AZD5991,AZD7648,LCLC-103H,0
AZD5991,AZD7648,LK-2,1
AZD5991,AZD7648,LOU-NH91,0
AZD5991,AZD7648,LXF-289,0
AZD5991,AZD7648,MCF7,1
AZD5991,AZD7648,MDA-MB-415,0
AZD5991,AZD7648,MDA-MB-436,0
AZD5991,AZD7648,MDA-MB-453,0
AZD5991,AZD7648,ME-1,1
AZD5991,AZD7648,MEL-JUSO,0
AZD5991,AZD7648,MES-SA,1
AZD5991,AZD7648,MG-63,0
AZD5991,AZD7648,MHH-CALL-2,0
AZD5991,AZD7648,MHH-ES-1,0
AZD5991,AZD7648,MOLT-16,0
AZD5991,AZD7648,MOLT-4,0
AZD5991,AZD7648,MONO-MAC-6,1
AZD5991,AZD7648,NALM-6,0
AZD5991,AZD7648,NAMALWA,0
AZD5991,AZD7648,NCI-H1092,0
AZD5991,AZD7648,NCI-H1341,1
AZD5991,AZD7648,NCI-H1568,0
AZD5991,AZD7648,NCI-H1573,1
AZD5991,AZD7648,NCI-H1651,1
AZD5991,AZD7648,NCI-H1666,0
AZD5991,AZD7648,NCI-H1693,0
AZD5991,AZD7648,NCI-H1755,1
AZD5991,AZD7648,NCI-H1781,0
AZD5991,AZD7648,NCI-H1792,0
AZD5991,AZD7648,NCI-H1915,0
AZD5991,AZD7648,NCI-H1944,0
AZD5991,AZD7648,NCI-H196,0
AZD5991,AZD7648,NCI-H2009,0
AZD5991,AZD7648,NCI-H2023,0
AZD5991,AZD7648,NCI-H2052,0
AZD5991,AZD7648,NCI-H209,1
AZD5991,AZD7648,NCI-H2122,0
AZD5991,AZD7648,NCI-H2228,0
AZD5991,AZD7648,NCI-H2342,0
AZD5991,AZD7648,NCI-H2347,0
AZD5991,AZD7648,NCI-H2405,0
AZD5991,AZD7648,NCI-H358,0
AZD5991,AZD7648,NCI-H441,0
AZD5991,AZD7648,NCI-H446,1
AZD5991,AZD7648,NCI-H596,1
AZD5991,AZD7648,NCI-H661,0
AZD5991,AZD7648,NCI-H69,0
AZD5991,AZD7648,NCI-H747,0
AZD5991,AZD7648,NCI-H810,0
AZD5991,AZD7648,NCI-H82,1
AZD5991,AZD7648,NOMO-1,1
AZD5991,AZD7648,NUGC-3,0
AZD5991,AZD7648,NUGC-4,0
AZD5991,AZD7648,OCUM-1,0
AZD5991,AZD7648,OE19,0
AZD5991,AZD7648,OE21,0
AZD5991,AZD7648,OPM-2,0
AZD5991,AZD7648,OS-RC-2,0
AZD5991,AZD7648,OV-90,0
AZD5991,AZD7648,OVCAR-8,0
AZD5991,AZD7648,OVISE,0
AZD5991,AZD7648,OVKATE,0
AZD5991,AZD7648,PA-TU-8988T,0
AZD5991,AZD7648,PC-14,0
AZD5991,AZD7648,PC-3,0
AZD5991,AZD7648,RCC10RGB,1
AZD5991,AZD7648,RD,0
AZD5991,AZD7648,RERF-LC-KJ,1
AZD5991,AZD7648,RMG-I,0
AZD5991,AZD7648,RPMI-8226,0
AZD5991,AZD7648,RPMI-8402,1
AZD5991,AZD7648,RVH-421,0
AZD5991,AZD7648,Raji,1
AZD5991,AZD7648,SBC-5,0
AZD5991,AZD7648,SCC-9,0
AZD5991,AZD7648,SF268,1
AZD5991,AZD7648,SF539,1
AZD5991,AZD7648,SK-CO-1,0
AZD5991,AZD7648,SK-ES-1,1
AZD5991,AZD7648,SK-HEP-1,0
AZD5991,AZD7648,SK-MES-1,0
AZD5991,AZD7648,SK-N-AS,0
AZD5991,AZD7648,SK-N-DZ,0
AZD5991,AZD7648,SN12C,0
AZD5991,AZD7648,SNG-M,1
AZD5991,AZD7648,SNU-1,0
AZD5991,AZD7648,SNU-407,0
AZD5991,AZD7648,SNU-423,0
AZD5991,AZD7648,SNU-449,0
AZD5991,AZD7648,SNU-C1,0
AZD5991,AZD7648,SR,1
AZD5991,AZD7648,ST486,0
AZD5991,AZD7648,SU-DHL-6,1
AZD5991,AZD7648,SU-DHL-8,0
AZD5991,AZD7648,SUIT-2,0
AZD5991,AZD7648,SUP-T1,1
AZD5991,AZD7648,SW1116,0
AZD5991,AZD7648,SW1417,1
AZD5991,AZD7648,SW837,0
AZD5991,AZD7648,SW948,0
AZD5991,AZD7648,T84,0
AZD5991,AZD7648,TCCSUP,0
AZD5991,AZD7648,TE-1,0
AZD5991,AZD7648,TE-15,0
AZD5991,AZD7648,TE-8,0
AZD5991,AZD7648,TE-9,1
AZD5991,AZD7648,TGBC11TKB,0
AZD5991,AZD7648,TYK-nu,0
AZD5991,AZD7648,UACC-257,0
AZD5991,AZD7648,UACC-62,0
AZD5991,AZD7648,VMRC-RCZ,0
AZD5991,AZD7648,WM-115,0
AZD5991,AZD7648,WSU-DLCL2,0
AZD5991,AZD7648,huH-1,0
AZD5991,AZD8186,5637,0
AZD5991,AZD8186,639-V,1
AZD5991,AZD8186,769-P,0
AZD5991,AZD8186,786-0,1
AZD5991,AZD8186,8-MG-BA,1
AZD5991,AZD8186,A549,1
AZD5991,AZD8186,ACHN,1
AZD5991,AZD8186,AGS,1
AZD5991,AZD8186,AMO-1,1
AZD5991,AZD8186,AU565,1
AZD5991,AZD8186,AsPC-1,0
AZD5991,AZD8186,BHT-101,1
AZD5991,AZD8186,BL-41,0
AZD5991,AZD8186,BT-20,1
AZD5991,AZD8186,C32,1
AZD5991,AZD8186,CA46,0
AZD5991,AZD8186,CADO-ES1,0
AZD5991,AZD8186,CAL-29,1
AZD5991,AZD8186,CAL-33,0
AZD5991,AZD8186,CAL-51,1
AZD5991,AZD8186,CAMA-1,1
AZD5991,AZD8186,CCK-81,1
AZD5991,AZD8186,CCRF-CEM,1
AZD5991,AZD8186,COLO-678,0
AZD5991,AZD8186,COLO-679,1
AZD5991,AZD8186,COLO-680N,1
AZD5991,AZD8186,COR-L88,0
AZD5991,AZD8186,CW-2,1
AZD5991,AZD8186,Calu-3,1
AZD5991,AZD8186,DB,0
AZD5991,AZD8186,DBTRG-05MG,1
AZD5991,AZD8186,DEL,1
AZD5991,AZD8186,DU-145,0
AZD5991,AZD8186,Daoy,1
AZD5991,AZD8186,Daudi,1
AZD5991,AZD8186,ECC10,1
AZD5991,AZD8186,EFO-21,0
AZD5991,AZD8186,EJM,0
AZD5991,AZD8186,EN,0
AZD5991,AZD8186,EPLC-272H,1
AZD5991,AZD8186,ESS-1,0
AZD5991,AZD8186,G-402,1
AZD5991,AZD8186,GA-10,1
AZD5991,AZD8186,GAMG,0
AZD5991,AZD8186,GDM-1,1
AZD5991,AZD8186,GI-1,1
AZD5991,AZD8186,GRANTA-519,0
AZD5991,AZD8186,HCC1395,1
AZD5991,AZD8186,HCC1500,1
AZD5991,AZD8186,HCC1806,1
AZD5991,AZD8186,HCC38,1
AZD5991,AZD8186,HCC70,1
AZD5991,AZD8186,HCT-116,0
AZD5991,AZD8186,HDQ-P1,0
AZD5991,AZD8186,HGC-27,1
AZD5991,AZD8186,HH,1
AZD5991,AZD8186,HOP-92,1
AZD5991,AZD8186,HOS,0
AZD5991,AZD8186,HPAC,0
AZD5991,AZD8186,HT-1080,0
AZD5991,AZD8186,HT-1376,0
AZD5991,AZD8186,HT-144,1
AZD5991,AZD8186,HeLa,1
AZD5991,AZD8186,HuCCT1,1
AZD5991,AZD8186,IA-LM,0
AZD5991,AZD8186,J82,1
AZD5991,AZD8186,JHH-1,1
AZD5991,AZD8186,JHH-2,0
AZD5991,AZD8186,JIMT-1,0
AZD5991,AZD8186,JJN-3,0
AZD5991,AZD8186,JURL-MK1,0
AZD5991,AZD8186,KALS-1,1
AZD5991,AZD8186,KARPAS-299,1
AZD5991,AZD8186,KCL-22,0
AZD5991,AZD8186,KG-1,1
AZD5991,AZD8186,KLE,1
AZD5991,AZD8186,KM-H2,0
AZD5991,AZD8186,KMS-12-BM,1
AZD5991,AZD8186,KNS-62,0
AZD5991,AZD8186,KOPN-8,1
AZD5991,AZD8186,KP-N-YN,0
AZD5991,AZD8186,KU-19-19,1
AZD5991,AZD8186,KU812,0
AZD5991,AZD8186,KYSE-140,0
AZD5991,AZD8186,KYSE-180,1
AZD5991,AZD8186,KYSE-270,1
AZD5991,AZD8186,KYSE-520,0
AZD5991,AZD8186,KYSE-70,0
AZD5991,AZD8186,L-1236,1
AZD5991,AZD8186,L-540,0
AZD5991,AZD8186,LCLC-103H,1
AZD5991,AZD8186,LK-2,1
AZD5991,AZD8186,LoVo,1
AZD5991,AZD8186,MDA-MB-157,1
AZD5991,AZD8186,MDA-MB-231,0
AZD5991,AZD8186,MDA-MB-468,1
AZD5991,AZD8186,MDST8,0
AZD5991,AZD8186,ME-1,0
AZD5991,AZD8186,MES-SA,0
AZD5991,AZD8186,MFE-280,1
AZD5991,AZD8186,MFE-296,1
AZD5991,AZD8186,MHH-ES-1,1
AZD5991,AZD8186,MOLM-13,0
AZD5991,AZD8186,MOLP-8,1
AZD5991,AZD8186,MOLT-4,1
AZD5991,AZD8186,MONO-MAC-6,1
